session_pitch,session,p_throws,pitch_type,pitch_speed_mph,max_shoulder_internal_rotational_velo,max_elbow_extension_velo,max_torso_rotational_velo,max_rotation_hip_shoulder_separation,max_elbow_flexion,max_shoulder_external_rotation,elbow_flexion_fp,elbow_pronation_fp,rotation_hip_shoulder_separation_fp,shoulder_horizontal_abduction_fp,shoulder_abduction_fp,shoulder_external_rotation_fp,lead_knee_extension_angular_velo_fp,lead_knee_extension_angular_velo_br,lead_knee_extension_angular_velo_max,torso_anterior_tilt_fp,torso_lateral_tilt_fp,torso_rotation_fp,pelvis_anterior_tilt_fp,pelvis_lateral_tilt_fp,pelvis_rotation_fp,max_cog_velo_x,torso_rotation_min,max_pelvis_rotational_velo,glove_shoulder_horizontal_abduction_fp,glove_shoulder_abduction_fp,glove_shoulder_external_rotation_fp,glove_shoulder_abduction_mer,elbow_flexion_mer,torso_anterior_tilt_mer,torso_lateral_tilt_mer,torso_rotation_mer,elbow_varus_moment,shoulder_internal_rotation_moment,torso_anterior_tilt_br,torso_lateral_tilt_br,torso_rotation_br,lead_knee_extension_from_fp_to_br,cog_velo_pkh,stride_length,stride_angle,arm_slot,timing_peak_torso_to_peak_pelvis_rot_velo,max_shoulder_horizontal_abduction,shoulder_transfer_fp_br,shoulder_generation_fp_br,shoulder_absorption_fp_br,elbow_transfer_fp_br,elbow_generation_fp_br,elbow_absorption_fp_br,lead_hip_transfer_fp_br,lead_hip_generation_fp_br,lead_hip_absorption_fp_br,lead_knee_transfer_fp_br,lead_knee_generation_fp_br,lead_knee_absorption_fp_br,rear_hip_transfer_pkh_fp,rear_hip_generation_pkh_fp,rear_hip_absorption_pkh_fp,rear_knee_transfer_pkh_fp,rear_knee_generation_pkh_fp,rear_knee_absorption_pkh_fp,pelvis_lumbar_transfer_fp_br,thorax_distal_transfer_fp_br,rear_grf_x_max,rear_grf_y_max,rear_grf_z_max,rear_grf_mag_max,rear_grf_angle_at_max,lead_grf_x_max,lead_grf_y_max,lead_grf_z_max,lead_grf_mag_max,lead_grf_angle_at_max,peak_rfd_rear,peak_rfd_lead
1779_1,1779,L,FF,83.7,4426.6287,2442.6851,997.7476,28.87,109.8978,146.6213,83.284,-31.6698,28.8473,46.9888,85.1024,26.1708,143.9128,87.4699,143.9128,-11.0109,-2.6812,14.9807,-7.7813,4.0378,43.0803,3.2385,-37.8425,708.6692,47.3428,81.5929,-42.1172,44.1419,89.713,25.5744,26.9797,122.7281,142.3375,137.5207,39.4394,20.535,132.4305,-7.2319,0.2547,0.8434,1.1526,53.0196,0.0167,52.8678,419.6907,34.4022,15.3828,424.0719,10.5789,58.3612,11.5862,1.4406,172.2255,27.5138,12.9271,42.1703,133.9708,100.1714,33.901,13.412,144.3325,74.5644,158.8139,434.9852,710.8205,224.6524,1223.1701,1389.3446,61.6054,1076.7339,95.9266,1932.5044,2162.5058,60.313,5.6376,84.9781
1779_2,1779,L,FF,85.2,4379.3845,2408.0042,1027.4042,29.7245,108.2534,147.5378,81.8346,-32.9859,29.4965,49.5324,84.5775,25.6808,237.2785,78.6077,237.2785,-13.282,-1.7515,15.2121,-7.7322,4.2075,44.1387,3.221,-32.0363,750.0088,49.9307,80.4042,-43.5755,45.4804,91.5482,25.6711,28.4886,122.1607,142.2393,138.6057,41.2211,20.6582,132.9142,-2.5464,0.2679,0.839,1.0121,50.1751,0.0111,53.5663,426.5238,34.2258,17.1822,432.5017,10.1545,61.6818,21.2057,14.8557,179.8692,42.8829,20.4833,38.7067,130.4225,102.2741,33.7458,16.0762,134.8687,60.4365,164.9984,443.706,735.007,206.1435,1169.4385,1317.2652,62.4679,1138.9967,142.1351,1879.511,2196.3495,58.7252,5.2686,110.4691
1779_3,1779,L,FF,83.5,4552.2199,2481.4101,1013.8102,30.4804,112.5474,149.9542,87.5874,-32.1231,30.4804,48.5154,85.2898,24.367,3.7376,103.4092,117.9533,-10.9234,-2.7172,9.6767,-8.3972,4.7602,39.3,3.2021,-33.1696,709.5131,45.5299,81.1765,-43.149,45.6249,89.6931,29.5908,26.7097,123.1614,137.6935,132.9793,43.2645,19.7383,132.7103,-6.3792,0.25,0.8329,1.6862,52.4598,0.0139,54.8273,424.5169,45.2988,16.66,429.9167,10.3041,70.1692,12.8983,0.1406,233.1741,14.7937,12.0483,27.8299,117.9371,100.9391,34.2786,17.5378,121.3927,65.5356,101.2203,441.1769,691.4854,212.6835,1202.7498,1353.5199,62.3525,1052.6958,106.4602,1892.4459,2159.5863,61.1408,5.6319,58.2731
1782_1,1782,L,FF,73.8,4149.3097,2605.4428,1001.1339,21.9465,141.3085,148.5305,134.718,-34.4529,19.1413,16.9501,93.9618,70.5359,108.3471,474.3734,619.378,-20.7321,-13.6907,14.1203,14.8519,2.4549,28.2053,2.6374,-40.5409,734.1302,32.4969,58.5281,-32.9702,31.3547,116.949,-7.7226,21.0629,89.3219,125.1295,100.4804,20.1493,16.995,111.256,13.8185,0.2547,0.7798,4.2788,48.0258,0.0056,22.7319,265.0167,52.0534,26.3888,265.6974,0.5543,84.2161,36.7212,7.5962,137.1644,61.4537,51.3042,19.8519,44.1916,185.6267,90.374,21.7749,21.6032,23.6836,101.2814,291.014,747.2156,155.8996,1264.6718,1468.3246,59.4501,1159.9114,312.789,1853.3581,2080.9335,62.522,7.2116,53.8055
1782_2,1782,L,FF,74.0,4072.0463,2591.9443,960.137,22.6311,142.3793,153.6974,135.9314,-37.5594,20.4093,23.5461,88.8897,73.2154,5.4883,454.997,589.7174,-19.6656,-12.6577,15.3785,16.6759,1.7217,31.7303,2.8019,-38.5701,647.5345,35.0136,59.8485,-33.5346,28.6849,114.6977,-4.4021,20.7704,90.2127,112.7031,87.6489,24.8024,16.4532,111.3987,5.6822,0.25,0.8232,3.4574,44.1863,0.0167,29.7572,261.858,55.7536,20.6567,259.423,0.0,89.6884,32.2769,10.8773,151.1729,57.8819,46.7291,35.3785,54.4743,198.9583,103.4674,23.6054,32.1128,21.2691,87.5519,281.8183,785.4462,182.3015,1215.14,1445.1869,57.2322,1043.0076,249.965,1853.6931,2061.0682,63.8071,5.8127,74.5734
1782_3,1782,L,FF,74.3,4324.9785,2601.4751,957.2934,22.0737,141.9602,152.8364,134.0927,-26.0916,20.0343,22.7658,94.5619,62.976,12.326,295.2903,505.5088,-22.1918,-14.2002,11.3055,13.3391,1.8093,26.1806,2.8207,-42.8874,652.5415,32.1374,61.3009,-33.1423,35.7284,114.4418,-5.542,24.528,89.6243,116.3908,89.2689,22.9891,20.1645,112.3431,-2.3897,0.3036,0.8109,4.2096,52.8871,0.0222,26.6915,268.0292,46.628,22.2782,268.5108,0.0,84.4927,21.4057,16.022,140.7174,44.9944,30.6997,40.2696,56.411,213.7789,102.6799,21.9744,30.4902,21.102,68.565,290.3075,823.068,163.9202,1254.1491,1497.1549,56.8571,959.9945,184.5511,1650.1759,1824.2318,58.5445,6.3108,73.5928
1782_4,1782,L,FF,75.2,4271.1398,2610.5142,999.367,24.0099,142.2926,152.614,135.6484,-35.9249,21.5743,20.1123,92.3035,72.9564,-43.0788,524.465,645.0053,-22.7372,-15.5914,13.6338,14.1785,0.8446,29.9176,2.7291,-45.0849,723.8023,35.2328,58.6577,-37.7311,29.6146,108.0539,-9.1043,21.8862,91.2902,117.7253,89.4573,19.1431,16.0317,112.6165,11.3432,0.3275,0.8095,2.9129,44.3145,0.0139,27.5039,270.3601,50.2094,28.9724,274.5438,0.1602,88.0085,35.4785,7.3948,164.4132,63.1236,53.4832,32.0638,52.9037,193.336,93.4105,18.5284,33.0453,16.5411,104.6792,299.1364,770.1532,155.4756,1208.1607,1428.6222,57.6396,1123.6639,246.8992,1917.2543,2186.8498,61.2492,7.8721,93.5032
1783_2,1783,R,FF,79.6,4387.4938,2302.1704,1027.4269,28.2834,120.4402,178.3174,120.2217,-6.9844,27.6237,47.6267,65.4709,31.142,104.1482,170.806,267.35,-3.0554,-7.6199,-22.9099,6.504,-2.0228,4.4402,3.0566,-44.6951,710.6469,37.3231,85.8389,-28.6803,44.2042,91.3596,21.6163,41.9257,104.7252,93.9064,92.9794,46.9566,31.3846,126.8331,-1.5394,0.3393,0.8648,1.8608,50.9842,0.0111,64.7362,371.9017,19.8179,15.4126,351.8777,0.7018,38.5604,68.7058,21.3295,91.8111,52.3332,44.5,65.2179,104.6362,89.7546,46.9132,65.7544,57.2544,59.0058,131.7287,386.7335,871.3413,131.5783,1311.9589,1532.0731,58.3008,837.8567,146.1779,1569.6866,1735.3417,64.7156,19.5074,53.9316
1783_3,1783,R,FF,79.8,4342.7952,2249.106,1024.9545,28.0211,120.9228,178.24,120.9228,-7.0647,27.835,44.4896,68.6289,36.5176,63.779,142.9975,244.6332,-7.082,-7.7061,-19.5269,4.4368,-2.8961,8.0159,3.093,-44.7945,705.7416,37.602,84.9496,-30.0126,40.3834,86.344,23.6613,41.9625,105.7672,91.5408,90.5497,46.9988,31.9885,125.3748,-0.1183,0.2679,0.8757,3.8914,55.1725,0.0084,63.5227,372.6439,22.1984,21.3227,353.4227,1.0785,40.4374,73.7325,25.7518,93.0269,54.861,46.5042,61.1967,106.77,90.8045,57.6216,62.9657,69.818,62.7425,135.8115,393.8176,839.8212,118.3407,1289.6844,1485.0936,59.2306,836.1282,198.8113,1490.6009,1649.6651,64.3796,22.2839,51.7603
1783_4,1783,R,FF,80.2,4360.3885,2308.8393,1018.6888,28.7584,122.609,178.5277,121.0949,-5.1306,28.4592,48.7996,66.4921,28.7034,-3.2662,137.2626,263.8579,-4.1325,-7.3686,-23.3621,6.1653,-0.8798,4.6704,3.093,-42.5407,706.689,32.8544,89.2505,-25.4244,46.001,88.942,23.8295,41.1736,104.3045,92.6732,91.3272,48.6733,30.1629,124.5766,-1.6009,0.3639,0.8934,5.0523,49.3606,0.0083,65.0943,380.8976,18.5819,14.7404,357.8211,0.3687,41.3926,73.6435,16.7001,98.5535,52.78,45.7303,61.1819,103.4681,85.7199,39.7357,62.53,59.8378,50.6128,105.9419,394.8949,893.0499,150.7657,1349.4263,1585.0669,57.9012,851.7427,235.3657,1511.2639,1682.617,63.9414,8.1633,42.5862
1783_5,1783,R,FF,80.6,4387.7032,2282.7531,1036.5796,27.0269,123.1708,177.902,123.0834,-7.6871,26.5437,44.5131,66.2049,33.1996,65.8041,104.0073,210.8508,-3.3108,-7.6086,-24.2838,5.2617,-1.106,1.8766,3.1482,-43.0905,712.9894,37.0916,84.8187,-28.2557,45.4195,91.3054,23.9349,44.1717,104.4811,94.2516,93.3055,48.9699,32.9013,125.8519,-4.8082,0.3275,0.8867,3.7124,51.8302,0.0139,62.7989,369.8855,21.7388,19.0395,352.8601,0.6729,41.6031,73.3617,26.2874,95.3227,52.1884,42.3416,63.5283,113.8843,95.9327,59.9129,75.186,60.3134,53.7475,124.9652,387.9217,881.1798,116.3364,1364.6626,1572.5576,59.256,870.8321,251.5708,1649.4645,1833.5114,64.1701,26.363,47.1364
1808_1,1808,R,FF,81.1,4408.0326,2169.5931,1103.4559,25.7179,118.7212,168.4869,112.7673,9.8891,17.7344,27.2286,70.8746,68.8883,157.6451,308.6491,383.4485,-16.1128,4.4361,3.5725,1.1364,1.6941,22.6578,3.1657,-43.4049,780.0753,60.261,54.7009,-77.518,33.5956,92.4454,8.3096,31.2949,87.7095,101.2425,98.3314,27.898,27.7197,109.6315,3.5412,0.3275,0.8048,3.7352,38.0565,-0.0027,61.5447,292.961,40.8479,18.5068,310.6418,2.5413,60.6241,27.6266,38.1459,82.3294,24.7263,35.8386,31.399,246.2198,91.3406,61.9049,117.3744,187.0987,84.2678,349.5855,311.4678,777.5136,220.5337,1331.1794,1486.9125,63.5214,1120.7391,223.18,1963.1937,2260.9515,60.4376,20.3419,70.0859
1808_2,1808,R,FF,80.8,4483.7361,2193.8161,1100.012,27.4708,117.5034,168.1608,112.8115,7.2863,17.8876,28.7477,65.4735,68.5041,141.5934,273.2395,390.7169,-16.049,5.4572,6.4704,2.5861,1.4338,26.0343,3.1833,-42.641,735.1027,60.8814,54.125,-80.2728,31.8492,88.1504,8.7591,30.5491,88.3594,102.2399,99.653,27.7177,27.1421,108.9237,0.4074,0.3036,0.8179,3.3958,39.6285,0.0,65.384,292.9696,36.7145,16.1497,312.4969,2.2412,58.3121,17.5393,27.3643,101.4482,23.3942,32.4422,37.5098,270.6749,83.3262,73.2944,129.2909,210.7238,69.0564,312.5025,309.1193,802.8671,221.6814,1340.9594,1510.0638,60.8025,1102.1394,234.0969,1863.4634,2169.7463,59.4448,27.8995,62.717
1808_3,1808,R,FF,81.3,4321.9842,2120.427,1072.1819,26.7585,118.242,168.5074,115.2724,7.2576,15.8052,24.3497,69.2679,74.0372,104.4288,284.589,324.2292,-15.5265,6.701,9.3321,4.2201,1.6105,26.9433,3.2021,-43.4828,731.0919,60.7299,54.7454,-81.8133,32.7604,91.1486,8.3529,29.5341,85.1823,104.005,101.0514,28.1392,27.1349,107.3555,1.5471,0.3393,0.8217,3.8004,36.1146,-0.0056,63.3806,276.2364,40.6035,19.9905,299.1416,1.3316,59.0167,19.5071,26.5283,85.2595,22.9496,34.7056,35.6452,270.0851,93.9739,81.7439,143.0268,205.7094,57.96,298.4829,296.2269,792.3911,222.2877,1314.9542,1483.6668,62.2586,1103.6403,225.9969,1870.2117,2172.1119,59.4603,14.4018,58.8837
1808_4,1808,R,FF,81.2,4362.3438,2181.9336,1106.216,26.0,122.2713,168.3182,118.129,9.5007,14.2968,21.8072,69.8837,77.6864,165.2841,322.99,381.4091,-17.9338,8.72,8.7811,1.6647,1.9941,25.6962,3.1833,-45.6076,804.2815,61.5779,54.0845,-81.1559,30.5244,91.8638,8.229,32.1656,87.8606,103.4488,98.7244,26.3177,29.3041,108.7503,2.7133,0.3214,0.8089,4.8165,42.9235,-0.0056,60.7751,271.2171,39.7957,22.6076,304.6103,1.4596,58.8537,26.489,29.2156,112.832,23.2713,38.7922,36.2425,239.1479,94.5069,75.0035,132.7205,182.5748,61.5315,293.099,293.8247,772.8582,182.7178,1284.9372,1450.9076,59.5123,1114.6654,257.0216,1978.6942,2276.7604,60.6014,25.7041,59.6118
1808_5,1808,R,FF,81.2,4491.4238,2173.5374,1086.8808,27.0232,120.1453,167.7306,118.1499,1.9371,13.2356,21.1413,63.3668,81.3099,125.7198,259.6997,324.0128,-19.3205,11.5784,15.3649,2.7376,1.1861,32.4981,3.2021,-44.6179,762.624,60.4646,57.7578,-79.6578,34.9431,88.6091,9.4922,32.7057,89.1617,101.8641,98.1326,28.4878,30.0307,109.5328,3.5234,0.3214,0.8007,4.0023,39.9883,-0.0084,61.6435,255.0459,44.0752,20.0234,295.7353,1.0732,61.6792,15.3137,24.2771,76.0817,29.581,39.8261,33.6659,261.7404,124.0339,88.21,139.4321,200.5974,46.0053,268.6181,275.0694,753.7817,256.6191,1507.9242,1515.3371,87.0539,1060.1505,259.3521,1876.6346,2164.3312,60.5396,54.4717,64.7539
1826_1,1826,R,FF,89.3,4468.8557,2255.5707,1165.8554,33.9563,118.2906,173.4894,116.6162,5.0495,33.5662,55.3765,81.5067,48.7545,29.0017,478.8917,516.7831,-5.6439,-3.4517,-3.6064,3.3127,-5.602,30.4538,2.9649,-37.6536,768.4052,32.6254,83.7519,-53.4041,29.8307,91.0775,25.024,27.0194,113.8046,111.4603,107.8981,43.1457,14.9913,130.7623,12.47,0.2679,0.8354,-1.1692,49.1795,0.0083,60.7649,374.1553,40.7496,30.3568,374.9476,0.9839,62.222,70.5633,44.9272,70.967,57.4421,54.1008,37.3881,154.4679,113.5999,78.7269,138.6209,56.2774,50.2528,476.0903,404.5122,663.12,161.6466,1319.735,1448.7421,64.3194,926.5159,202.0145,1633.8053,1877.9657,60.5152,17.6021,104.39
1826_2,1826,R,FF,88.9,4542.3335,2318.8106,1207.0944,35.0855,122.0207,175.3444,117.8209,-4.5464,32.8085,44.9411,84.9521,66.7217,156.9889,477.4267,496.1035,-9.2434,0.4393,1.9419,4.5168,-3.2509,35.5682,3.0026,-43.5978,879.946,38.5845,73.2872,-67.2337,28.5625,98.5606,24.5465,29.3857,112.7662,114.3115,108.6093,42.9239,16.545,130.7066,20.5175,0.2679,0.8522,-1.2447,48.1751,0.0055,57.5393,368.9358,37.9736,31.7255,380.6668,0.9444,67.3371,56.4538,38.958,69.9578,51.7169,50.748,27.4053,187.1577,135.5967,70.4997,161.4858,63.5737,66.6612,447.0165,400.6613,688.0237,163.6646,1344.893,1469.7426,66.1189,1038.8812,256.1877,1704.4688,1966.7429,60.1627,12.6309,116.6489
1826_3,1826,R,FF,88.8,4539.1108,2353.3597,1204.4006,34.672,121.2299,177.2152,113.9127,0.5946,33.4699,49.9945,86.2102,63.3998,87.3595,526.0598,563.6754,-7.1439,-2.2615,-4.1644,1.5748,-3.7104,29.7618,3.039,-41.8803,824.7781,41.267,81.3312,-59.0975,33.2384,94.1921,27.7875,30.8623,114.0429,115.65,110.2144,47.1223,16.5033,131.2802,19.5062,0.3639,0.841,-2.9005,45.5249,0.0,58.3127,387.3563,44.6361,37.6181,390.2668,0.2903,72.0086,75.14,52.8977,67.9354,57.1347,50.3825,33.5869,177.6982,166.605,66.7962,145.127,56.7746,50.5688,491.6041,424.9744,703.3474,189.1093,1401.663,1539.6006,64.9251,971.468,184.2011,1639.0619,1860.0564,60.3308,24.1184,117.0799
1826_4,1826,R,FF,89.6,4607.1953,2347.6754,1200.3848,33.8101,122.7856,174.953,120.9165,-0.6379,33.3075,50.9565,84.0322,55.9987,69.0446,523.2031,579.2704,-5.5238,-2.4735,-3.7401,2.9567,-4.2865,29.9519,3.0741,-40.6588,822.9914,38.6991,78.4776,-63.0691,27.2115,95.9493,27.7713,29.5875,117.0874,114.6221,108.9444,46.7395,15.0138,134.8201,19.5598,0.3214,0.8372,-2.9037,45.3197,0.0056,55.3313,397.0044,41.3851,34.8226,393.9637,0.4177,66.2316,69.8898,54.9373,72.3599,59.6457,45.6945,33.4057,166.8183,128.5381,64.3362,135.9313,62.1404,47.0032,493.1426,431.827,684.7285,174.5252,1373.4101,1521.0026,64.6313,929.4998,133.0435,1633.893,1879.7825,60.365,29.0945,93.1254
1826_5,1826,R,FF,89.1,4599.3673,2343.7238,1215.3875,34.4955,120.6011,176.0887,116.9978,-3.4884,33.3542,48.3001,84.7093,63.2488,88.8391,442.7447,461.091,-8.4492,-0.5415,-1.8047,2.4785,-2.5269,32.1055,3.093,-46.3962,843.325,40.9701,77.5903,-62.3794,29.8658,98.1949,29.1303,31.0922,115.911,115.664,109.5413,48.196,16.3154,132.4314,17.0236,0.3275,0.8551,-2.132,47.0958,0.0,57.3215,391.2377,42.8563,33.408,395.5722,0.684,69.8176,63.6005,53.0834,70.7694,49.8025,48.3874,32.376,184.909,175.8921,61.4948,151.1839,60.5911,55.351,455.6695,424.6458,703.4022,190.6595,1405.773,1544.6939,65.4666,951.3682,164.2967,1673.7016,1891.7554,59.8071,21.9176,82.1237
1830_1,1830,R,FF,83.5,4646.7217,2480.5206,959.3769,23.0931,112.7399,166.0445,78.8024,-9.8121,21.769,45.7169,102.2676,49.4755,295.16,376.6044,384.3579,5.6207,-13.5896,-6.9467,18.9648,-1.7412,15.4852,3.039,-39.1072,889.7811,55.6568,75.8508,-10.3047,67.904,94.6437,5.961,14.5885,93.8997,103.8074,98.6564,23.2739,14.5033,106.7968,19.72,0.3214,0.8533,2.5951,35.6479,0.0194,46.7817,291.2991,31.6018,4.35,273.1541,2.4776,55.5125,39.8474,15.7513,94.919,29.163,20.483,2.8154,65.4763,160.7842,83.5025,85.8654,12.0683,23.1036,217.3214,295.6492,717.404,39.047,1348.614,1507.8755,63.3369,1423.2675,218.443,1876.0249,2364.9044,52.8138,10.5107,64.9443
1830_2,1830,R,FF,83.4,4631.7266,2425.2377,977.37,23.8003,111.632,166.7035,80.0113,-10.5789,23.2841,46.1776,100.9221,49.0218,282.97,374.3104,384.4503,2.1369,-13.5201,-6.2965,16.8136,-0.3468,16.8551,3.1105,-40.1585,877.8609,54.0218,76.8489,-9.1406,69.7523,92.2515,6.0972,19.04,94.3505,104.1959,99.5488,24.4304,18.2793,107.4104,16.8386,0.31,0.8641,1.9704,39.5801,0.0195,47.5511,289.5545,30.5764,7.2235,270.1906,2.1815,53.5167,38.0929,17.4342,100.4641,29.8467,20.7751,5.5542,86.6114,141.4283,77.3778,117.6495,18.1297,18.0497,378.2191,296.778,751.5376,50.5488,1320.3608,1498.9259,61.5427,1443.8436,157.4997,1881.9851,2375.9402,52.4983,9.101,64.3767
1830_3,1830,R,FF,83.4,4660.3017,2492.5278,961.7443,23.6195,114.8857,164.9287,79.6697,-11.055,22.7656,46.7227,100.5241,51.521,341.0327,369.9532,374.0291,4.5768,-13.8144,-4.4296,17.3545,-0.8756,18.7406,3.0377,-39.9386,881.1774,55.9534,77.3693,-7.5028,66.6679,96.513,5.6092,15.8258,94.1769,102.4412,96.2558,23.554,15.0817,107.859,18.6323,0.3036,0.8638,0.3569,37.3521,0.025,49.8113,287.1425,32.664,6.6294,271.9977,3.0116,52.5061,30.7896,13.605,87.0207,27.1848,19.5576,6.3058,83.8542,155.0097,74.2361,114.0359,25.2142,23.9771,356.5861,293.7719,700.5936,64.1306,1381.9756,1545.4267,63.4058,1382.0597,152.0578,1887.6935,2342.4237,53.8,10.7188,70.7432
1830_4,1830,R,FF,83.7,4633.6098,2440.9564,977.4161,23.7856,112.6992,166.4415,79.566,-8.4747,21.8609,46.0959,101.2344,53.0965,450.7843,364.9214,483.8725,-3.255,-14.4607,0.1111,13.9223,1.0087,20.4949,3.0754,-41.3859,926.8527,51.373,75.876,-3.7194,72.3261,93.8175,5.4153,19.0794,94.2125,101.5253,96.2977,24.0685,18.1322,107.5991,20.1745,0.3036,0.8559,1.0414,40.3695,0.0195,47.1233,293.5796,32.608,7.0719,278.8733,3.0992,53.8451,42.7776,24.9341,93.6562,34.9637,16.2105,7.1297,67.6249,170.3423,67.1449,82.7308,20.7463,33.3311,219.615,300.6514,744.8279,82.4133,1299.8031,1491.862,60.5291,1410.1355,188.8856,1941.6583,2406.9984,54.0109,8.3213,54.3541
1830_5,1830,R,FF,83.5,4612.4496,2489.9749,992.7994,23.6546,114.2058,165.8914,81.411,-8.2647,21.7857,46.5204,99.9802,50.1042,369.7026,347.241,417.7725,2.826,-13.1496,-6.3601,18.9143,-0.796,15.5129,3.093,-40.0852,914.9602,56.598,74.5138,-7.3655,68.8305,96.2216,5.2322,19.4352,93.6608,103.4049,98.0861,25.5942,19.0758,108.9274,20.1994,0.3275,0.8513,0.7415,37.0607,0.0223,48.326,290.1341,39.2271,9.8245,276.0178,3.493,61.4597,36.0829,20.8012,96.8691,30.102,17.6218,4.8106,76.3723,139.7587,74.6846,107.3555,23.6962,23.9009,398.2818,299.9585,737.3079,73.7501,1327.5037,1506.463,61.6871,1440.5899,183.0974,1900.1728,2386.8057,52.8355,10.6625,60.0517
1845_1,1845,R,FF,87.5,3980.3066,1842.7552,1032.5166,38.5789,119.1937,179.0422,115.3641,20.5602,33.2577,33.9739,100.7136,62.2743,412.5226,79.9367,412.5226,-10.1186,-1.3526,4.6326,11.5802,-4.6268,38.8595,3.2021,-40.4579,742.0925,42.4775,73.2475,-44.3258,36.6166,98.4388,16.7025,31.6943,94.3419,114.5668,111.2668,37.2505,27.5141,113.622,10.6319,0.2372,0.8283,5.5059,53.8702,0.1167,36.445,315.9934,49.2372,43.7023,342.1627,3.0058,67.2289,45.0171,29.3657,55.8146,45.542,31.0855,11.1545,90.2057,192.9596,81.9704,63.401,47.4535,26.855,106.3332,359.6957,855.7741,56.8271,1349.5912,1570.4901,58.0747,1159.3554,163.7309,1852.5444,2175.2293,58.5166,9.735,106.2067
1845_2,1845,R,FF,87.0,3933.2137,1771.588,1013.0557,42.0207,119.7605,179.9083,115.4421,29.4882,36.4708,35.8933,103.1141,54.3791,345.4622,82.4886,345.4622,-11.2895,-3.9673,-0.3941,7.3499,-4.9853,37.042,3.2021,-43.144,798.8221,46.3982,72.818,-48.8534,38.3079,99.2674,13.2253,35.4828,92.1318,114.9724,111.3382,38.4853,30.4608,115.9119,10.9272,0.2143,0.7956,5.6706,49.1125,0.1139,36.1481,322.028,52.6749,50.8772,338.676,4.1399,72.8508,39.8162,36.7001,52.499,37.7068,39.8494,14.0125,100.1721,190.7493,108.9119,66.2455,61.0513,25.7124,132.23,372.0462,854.9015,69.3072,1373.1072,1580.3399,59.499,1038.1915,130.2342,1780.1015,2055.5961,59.9965,8.9775,77.1265
1845_3,1845,R,FF,87.5,3939.1491,1861.7173,1042.6346,40.8003,120.0207,181.3588,111.8661,26.0784,35.4881,35.8821,101.21,59.1508,382.3782,89.9354,382.3782,-14.5852,-4.6259,-2.0505,7.6587,-3.7486,34.4314,3.1657,-43.819,716.4866,45.3275,75.9084,-51.4851,38.8901,94.7503,15.5821,37.3834,93.415,113.2262,110.617,40.6158,32.3942,116.6789,12.7142,0.2008,0.8036,5.9108,50.9332,0.1139,37.0128,330.7241,47.5673,46.3087,345.9652,2.4157,73.2467,39.7768,35.4676,64.0321,46.4555,47.1667,18.6992,105.9144,192.9268,103.8143,68.1015,62.1154,27.8528,122.0318,377.0329,869.1611,81.4247,1317.1629,1555.9858,57.3137,1104.2355,159.6116,1753.2,2069.7089,57.7021,6.8784,99.1887
2653_1,2653,R,FF,90.9,5059.2718,2768.6977,1057.9016,35.1037,129.686,169.1149,126.9465,-14.161,35.1037,39.7746,73.6239,21.3111,288.6213,412.3905,416.7292,-3.7435,4.2254,10.5583,-1.1419,8.4047,45.7475,2.7291,-38.5684,847.4026,30.5012,76.364,-56.613,28.1406,93.0423,29.4466,29.9547,116.8585,110.4856,102.927,46.0016,21.8388,131.3377,20.5696,0.4821,0.7885,-3.5993,47.0357,0.0278,43.9851,308.6862,30.474,34.5056,317.1376,2.8999,41.1754,72.2771,34.2812,30.9241,36.8638,30.7333,7.4998,50.9751,158.4645,44.1352,53.822,29.0049,36.5479,200.4631,343.1918,643.6715,152.1357,1321.3873,1467.882,64.4056,936.7488,136.3899,1645.3522,1892.0702,60.3811,10.3507,68.724
2653_2,2653,R,FF,89.4,5016.0437,2760.231,1102.6302,36.2819,127.9073,170.1366,125.9624,-17.0372,36.2819,38.065,70.9839,28.1121,291.991,366.3466,378.8424,-2.4217,4.5228,10.2105,-0.7264,8.3256,46.661,2.7466,-39.1713,879.4548,32.9859,73.6826,-58.8294,31.9822,94.7507,29.7178,29.1669,114.2249,116.6096,108.6412,47.6977,21.1596,130.2331,25.3516,0.5357,0.7896,-7.041,42.1975,0.0223,40.102,316.5938,29.6896,42.4532,325.6417,4.5384,47.1458,81.3986,25.2517,60.9101,48.6824,40.2592,7.7036,65.0934,165.464,43.8897,55.126,35.3089,32.1,170.152,359.0469,708.2517,170.2799,1410.9423,1575.5093,63.8328,906.0708,119.2908,1618.3069,1843.8746,60.882,10.933,105.3978
2653_3,2653,R,FF,89.1,5031.3604,2745.3445,1114.3282,35.6802,125.3406,168.7091,124.6393,-17.1179,35.5685,38.0229,72.5726,37.0508,310.3976,415.3454,422.7694,-3.6426,5.5579,11.7246,-0.1726,8.8089,47.4946,2.7466,-40.9336,862.6316,32.2742,72.3358,-61.8637,33.2008,90.3423,30.7441,28.9421,117.9238,110.222,105.5945,47.1758,20.3959,133.2543,23.9402,0.4906,0.7845,-6.0325,45.7215,0.0194,38.9508,327.8291,29.0089,39.3262,337.3392,5.4719,44.0985,69.8818,20.8241,56.6826,52.5606,37.1516,9.6368,66.7526,172.5427,45.3918,59.7293,33.113,31.945,172.3218,367.1553,688.2252,156.4654,1383.9663,1546.4027,63.7797,875.6933,115.4563,1737.8333,1904.9862,65.9336,9.7247,124.511
